,Category,Message
5073,spam,win £ shopping spree every week starting play text store skilgme tscs winawk age £perweeksub
5076,spam,nd attempt contract weeks top prize either £ cash £ prize call
5079,spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
5098,spam,themobhit link get premium pink panther game new sugababes crazy zebra animation badass hoody wallpaperall free
5102,spam,msg mobile content order resent previous attempt failed due network error queries customersqueriesnetvisionukcom
5110,spam,new message please call
5112,spam,december mobile mths entitled update latest colour camera mobile free call mobile update vco free
5115,spam,get lions england tone reply lionm mono lionp poly go original best tones gbp network operator rates apply
5120,spam,private account statement
5137,spam,costa del sol holiday £ await collection call toclaim sae tc pobox stockport skxh cost£pm maxmins
5141,spam,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates pobox wwq normptone
5147,spam,get garden ready summer free selection summer bulbs seeds worth £ scotsman saturday stop go notxtcouk
5164,spam,congrats mobile videophones call videochat wid ur mates play java games dload polyph music noline rentl bx ip
5178,spam,sms auction brand new nokia auction today auction free join take part txt nokia
5189,spam,ree entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details
5190,spam,records indicate maybe entitled pounds compensation accident claim free reply claim msg stop txt stop
5196,spam,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed per logopic
5200,spam,call germany pence per minute call fixed line via access number prepayment direct access
5201,spam,costa del sol holiday £ await collection call toclaim sae tc pobox stockport skxh cost£pm maxmins
5205,spam,mobile mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd freefone stoptxt
5214,spam,natalja inviting friend reply yes see stop send stop frnd
5228,spam,private account statement shows unredeemed points call identifier code expires
5232,spam,chosen receive £ award pls call claim number collect award selected receive valued mobile customer
5237,spam,someonone know trying contact via dating service find could call mobile landline boxskch
5250,spam,urgent please call landline £ cash holiday await collection cs sae po box mxy
5269,spam,dont prize go another customer tc pmin polo ltd suite london wj hl please call back busy
5278,spam,urgent mobile number awarded £ prize guaranteed call land line claim valid hrs ppm
5285,spam,urgent week free membership £ prize jackpot txt word claim tc lccltd pobox ldnwarw
5292,spam,urgent please call landline £ cash luxury canary islands holiday await collection tcs sae po box mxy ppm
5294,spam,xmas iscoming ur awarded either £ cd gift vouchers free entry £ weekly draw txt music tnc
5314,spam,get official england poly ringtone colour flag yer mobile tonights game text tone flag optout txt eng stop box wwx £
5342,spam,subscribed textcomp wkly comp st wks free question follows subsequent wks chargedpmsg unsubscribe txt stop custcare
5364,spam,call send girls erotic ecstacy pmin stop texts call nat rate
5365,spam,camera awarded sipix digital camera call fromm landline delivery within days
5366,spam,£ xmas reward waiting computer randomly picked loyal mobile customers receive £ reward call
5368,spam,important message final contact attempt important messages waiting customer claims dept expires call
5370,spam,datingi two started sent text talk sport radio last week connection think coincidence
5377,spam,current leading bid pause auction send customer care
5378,spam,free entry grprizes wkly comp chance win latest nokia psp £ cash every wktxt great
5381,spam,new message call
5427,spam,santa calling would little ones like call santa xmas eve call book time
5443,spam,guaranteed award maybe even £ cash claim ur award call free legitimat efreefone number wat think
5449,spam,latest news police station toilet stolen cops nothing go
5456,spam,sparkling shopping breaks per person call visit
5460,spam,december mobile mths entitled update latest colour camera mobile free call mobile update co free
5462,spam,txt call claim reward hours talk time use phone subscribegbpmnth inc hrs stoptxtstop
5466,spam,widelivecomindex wmlidadafirsttrue¡ ringtone¡
5467,spam,get garden ready summer free selection summer bulbs seeds worth £ scotsman saturday stop go notxtcouk
5468,spam,urgent last weekends draw shows £ cash spanish holiday call claim tc rstm sw ss ppm
5482,spam,urgent trying contact last weekends draw shows £ prize guaranteed call claim code valid hrs pm
5487,spam,per min call germany bt line per min check planettalkinstantcom info ts cs text stop opt
5492,spam,marvel mobile play official ultimate spiderman game £ ur mobile right text spider game send free ball wallpaper
5497,spam,sms services inclusive text credits pls goto login qxj unsubscribe stop extra charge help comuk cm ae
5501,spam,private account statement shows unredeemed points call identifier code expires
5524,spam,awarded sipix digital camera call landline delivery within days cs box mbp yr warranty ppm £
5526,spam,private account statement shows unredeemed sim points call identifier code expires
5537,spam,want explicit sex secs ring costs pmin gsex pobox wcn xx
5540,spam,asked mobile chatlines inclu free mins india cust servs sed yes ler got mega bill dont giv shit bailiff due days £ want £
5547,spam,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
5566,spam,reminder get pounds free call credit details great offers pls reply text valid name house postcode
5567,spam,nd time tried contact £ pound prize claim easy call per minute btnationalrate
